State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield
Chhattisgarh,DHAMTARI,Arhar/Tur,2002-03,Kharif,603,Hectare,164,Tonnes,0.271973466
Chhattisgarh,DHAMTARI,Arhar/Tur,2003-04,Kharif,476,Hectare,192,Tonnes,0.4033613445
Chhattisgarh,DURG,Arhar/Tur,2001-02,Kharif,4974,Hectare,1959,Tonnes,0.3938480097
Chhattisgarh,DURG,Arhar/Tur,2002-03,Kharif,6516,Hectare,2518,Tonnes,0.3864333947
Chhattisgarh,DURG,Arhar/Tur,2003-04,Kharif,4173,Hectare,2510,Tonnes,0.6014857417
Chhattisgarh,JANJGIR-CHAMPA,Arhar/Tur,2001-02,Kharif,947,Hectare,391,Tonnes,0.4128827878
Chhattisgarh,JANJGIR-CHAMPA,Arhar/Tur,2002-03,Kharif,1389,Hectare,642,Tonnes,0.4622030238
Chhattisgarh,JANJGIR-CHAMPA,Arhar/Tur,2003-04,Kharif,1331,Hectare,909,Tonnes,0.682945154
Chhattisgarh,JASHPUR,Arhar/Tur,2001-02,Kharif,3777,Hectare,1634,Tonnes,0.4326184803
Chhattisgarh,JASHPUR,Arhar/Tur,2002-03,Kharif,4372,Hectare,2045,Tonnes,0.4677493138
Chhattisgarh,JASHPUR,Arhar/Tur,2003-04,Kharif,3924,Hectare,2467,Tonnes,0.628695209
Chhattisgarh,KABIRDHAM,Arhar/Tur,2001-02,Kharif,5797,Hectare,2207,Tonnes,0.3807141625
Chhattisgarh,KABIRDHAM,Arhar/Tur,2002-03,Kharif,5607,Hectare,2565,Tonnes,0.4574638844
Chhattisgarh,KABIRDHAM,Arhar/Tur,2003-04,Kharif,5459,Hectare,2965,Tonnes,0.5431397692
Chhattisgarh,KANKER,Arhar/Tur,2001-02,Kharif,804,Hectare,392,Tonnes,0.4875621891
Chhattisgarh,KANKER,Arhar/Tur,2002-03,Kharif,694,Hectare,245,Tonnes,0.3530259366
Chhattisgarh,KANKER,Arhar/Tur,2003-04,Kharif,685,Hectare,521,Tonnes,0.7605839416
Chhattisgarh,KORBA,Arhar/Tur,2001-02,Kharif,1038,Hectare,421,Tonnes,0.4055876686
Chhattisgarh,KORBA,Arhar/Tur,2002-03,Kharif,1105,Hectare,443,Tonnes,0.4009049774
Chhattisgarh,KORBA,Arhar/Tur,2003-04,Kharif,1161,Hectare,610,Tonnes,0.5254091301
Chhattisgarh,KOREA,Arhar/Tur,2001-02,Kharif,3011,Hectare,1303,Tonnes,0.4327465958
Chhattisgarh,KOREA,Arhar/Tur,2002-03,Kharif,2940,Hectare,1273,Tonnes,0.4329931973
Chhattisgarh,KOREA,Arhar/Tur,2003-04,Kharif,3174,Hectare,1927,Tonnes,0.6071203529
Chhattisgarh,MAHASAMUND,Arhar/Tur,2001-02,Kharif,844,Hectare,229,Tonnes,0.2713270142
Chhattisgarh,MAHASAMUND,Arhar/Tur,2002-03,Kharif,837,Hectare,251,Tonnes,0.2998805257
Chhattisgarh,MAHASAMUND,Arhar/Tur,2003-04,Kharif,890,Hectare,297,Tonnes,0.3337078652
Chhattisgarh,RAIGARH,Arhar/Tur,2001-02,Kharif,1394,Hectare,533,Tonnes,0.3823529412
Chhattisgarh,RAIGARH,Arhar/Tur,2002-03,Kharif,2065,Hectare,930,Tonnes,0.4503631961
Chhattisgarh,RAIGARH,Arhar/Tur,2003-04,Kharif,2031,Hectare,1255,Tonnes,0.6179222058
Chhattisgarh,RAIPUR,Arhar/Tur,2001-02,Kharif,2804,Hectare,748,Tonnes,0.2667617689
Chhattisgarh,RAIPUR,Arhar/Tur,2002-03,Kharif,3069,Hectare,885,Tonnes,0.2883675464
Chhattisgarh,RAIPUR,Arhar/Tur,2003-04,Kharif,3216,Hectare,1247,Tonnes,0.3877487562
Chhattisgarh,RAJNANDGAON,Arhar/Tur,2001-02,Kharif,5465,Hectare,2045,Tonnes,0.3741994511
Chhattisgarh,RAJNANDGAON,Arhar/Tur,2002-03,Kharif,5155,Hectare,1992,Tonnes,0.3864209505
Chhattisgarh,RAJNANDGAON,Arhar/Tur,2003-04,Kharif,4613,Hectare,2774,Tonnes,0.6013440277
Chhattisgarh,SURGUJA,Arhar/Tur,2001-02,Kharif,12911,Hectare,5681,Tonnes,0.4400123925
Chhattisgarh,SURGUJA,Arhar/Tur,2002-03,Kharif,14955,Hectare,7383,Tonnes,0.4936810431
Chhattisgarh,SURGUJA,Arhar/Tur,2003-04,Kharif,14754,Hectare,9747,Tonnes,0.6606344042
Chhattisgarh,DURG,Bajra,2001-02,Kharif,6,Hectare,3,Tonnes,0.5
Chhattisgarh,JASHPUR,Bajra,2001-02,Kharif,28,Hectare,11,Tonnes,0.3928571429
Chhattisgarh,JASHPUR,Bajra,2002-03,Kharif,14,Hectare,6,Tonnes,0.4285714286
Chhattisgarh,JASHPUR,Bajra,2003-04,Kharif,28,Hectare,10,Tonnes,0.3571428571
Chhattisgarh,KABIRDHAM,Bajra,2001-02,Kharif,5,Hectare,4,Tonnes,0.8
Chhattisgarh,KABIRDHAM,Bajra,2002-03,Kharif,5,Hectare,4,Tonnes,0.8
Chhattisgarh,KORBA,Bajra,2001-02,Kharif,7,Hectare,3,Tonnes,0.4285714286
Chhattisgarh,KORBA,Bajra,2002-03,Kharif,7,Hectare,2,Tonnes,0.2857142857
Chhattisgarh,KORBA,Bajra,2003-04,Kharif,7,Hectare,4,Tonnes,0.5714285714
Chhattisgarh,MAHASAMUND,Bajra,2002-03,Kharif,2,Hectare,1,Tonnes,0.5
Chhattisgarh,RAIGARH,Bajra,2001-02,Kharif,30,Hectare,12,Tonnes,0.4
Chhattisgarh,RAIGARH,Bajra,2002-03,Kharif,34,Hectare,10,Tonnes,0.2941176471
Chhattisgarh,RAIGARH,Bajra,2003-04,Kharif,10,Hectare,3,Tonnes,0.3
Chhattisgarh,RAJNANDGAON,Bajra,2001-02,Kharif,2,Hectare,2,Tonnes,1
Chhattisgarh,RAJNANDGAON,Bajra,2002-03,Kharif,4,Hectare,3,Tonnes,0.75
Chhattisgarh,RAJNANDGAON,Bajra,2003-04,Kharif,2,Hectare,2,Tonnes,1
Chhattisgarh,SURGUJA,Bajra,2001-02,Kharif,2,Hectare,1,Tonnes,0.5
Chhattisgarh,BASTAR,Banana,2001-02,Whole Year,96,Hectare,4474,Tonnes,46.60416667
Chhattisgarh,BASTAR,Banana,2002-03,Whole Year,42,Hectare,1957,Tonnes,46.5952381
Chhattisgarh,BASTAR,Banana,2003-04,Whole Year,56,Hectare,2610,Tonnes,46.60714286
Chhattisgarh,BILASPUR,Banana,2001-02,Whole Year,3,Hectare,107,Tonnes,35.66666667
Chhattisgarh,BILASPUR,Banana,2002-03,Whole Year,7,Hectare,203,Tonnes,29
Chhattisgarh,BILASPUR,Banana,2003-04,Whole Year,2,Hectare,68,Tonnes,34
Chhattisgarh,DANTEWADA,Banana,2001-02,Whole Year,24,Hectare,879,Tonnes,36.625
Chhattisgarh,DANTEWADA,Banana,2002-03,Whole Year,69,Hectare,2619,Tonnes,37.95652174
Chhattisgarh,DANTEWADA,Banana,2003-04,Whole Year,35,Hectare,1351,Tonnes,38.6
Chhattisgarh,DHAMTARI,Banana,2001-02,Whole Year,7,Hectare,383,Tonnes,54.71428571
Chhattisgarh,DHAMTARI,Banana,2002-03,Whole Year,13,Hectare,711,Tonnes,54.69230769
Chhattisgarh,DHAMTARI,Banana,2003-04,Whole Year,21,Hectare,1150,Tonnes,54.76190476
Chhattisgarh,DURG,Banana,2001-02,Whole Year,30,Hectare,715,Tonnes,23.83333333
Chhattisgarh,DURG,Banana,2002-03,Whole Year,14,Hectare,441,Tonnes,31.5
Chhattisgarh,DURG,Banana,2003-04,Whole Year,50,Hectare,1669,Tonnes,33.38
Chhattisgarh,JANJGIR-CHAMPA,Banana,2001-02,Whole Year,1,Hectare,34,Tonnes,34
Chhattisgarh,JANJGIR-CHAMPA,Banana,2002-03,Whole Year,9,Hectare,306,Tonnes,34
Chhattisgarh,JANJGIR-CHAMPA,Banana,2003-04,Whole Year,4,Hectare,136,Tonnes,34
Chhattisgarh,JASHPUR,Banana,2001-02,Whole Year,34,Hectare,1077,Tonnes,31.67647059
Chhattisgarh,JASHPUR,Banana,2002-03,Whole Year,3,Hectare,93,Tonnes,31
Chhattisgarh,JASHPUR,Banana,2003-04,Whole Year,33,Hectare,1063,Tonnes,32.21212121
Chhattisgarh,KABIRDHAM,Banana,2001-02,Whole Year,5,Hectare,216,Tonnes,43.2
Chhattisgarh,KABIRDHAM,Banana,2002-03,Whole Year,2,Hectare,91,Tonnes,45.5
Chhattisgarh,KANKER,Banana,2001-02,Whole Year,16,Hectare,746,Tonnes,46.625
Chhattisgarh,KANKER,Banana,2002-03,Whole Year,10,Hectare,267,Tonnes,26.7
Chhattisgarh,KANKER,Banana,2003-04,Whole Year,15,Hectare,749,Tonnes,49.93333333
Chhattisgarh,KORBA,Banana,2001-02,Whole Year,3,Hectare,102,Tonnes,34
Chhattisgarh,KORBA,Banana,2002-03,Whole Year,2,Hectare,58,Tonnes,29
Chhattisgarh,KORBA,Banana,2003-04,Whole Year,2,Hectare,68,Tonnes,34
Chhattisgarh,KOREA,Banana,2001-02,Whole Year,3,Hectare,97,Tonnes,32.33333333
Chhattisgarh,KOREA,Banana,2003-04,Whole Year,1,Hectare,31,Tonnes,31
Chhattisgarh,MAHASAMUND,Banana,2002-03,Whole Year,1,Hectare,45,Tonnes,45
Chhattisgarh,MAHASAMUND,Banana,2003-04,Whole Year,1,Hectare,45,Tonnes,45
Chhattisgarh,RAIGARH,Banana,2001-02,Whole Year,15,Hectare,428,Tonnes,28.53333333
Chhattisgarh,RAIGARH,Banana,2002-03,Whole Year,12,Hectare,342,Tonnes,28.5
Chhattisgarh,RAIGARH,Banana,2003-04,Whole Year,18,Hectare,513,Tonnes,28.5
Chhattisgarh,RAIPUR,Banana,2001-02,Whole Year,19,Hectare,860,Tonnes,45.26315789
Chhattisgarh,RAIPUR,Banana,2002-03,Whole Year,22,Hectare,980,Tonnes,44.54545455
Chhattisgarh,RAIPUR,Banana,2003-04,Whole Year,29,Hectare,1291,Tonnes,44.51724138
Chhattisgarh,RAJNANDGAON,Banana,2001-02,Whole Year,5,Hectare,216,Tonnes,43.2
Chhattisgarh,RAJNANDGAON,Banana,2002-03,Whole Year,36,Hectare,1536,Tonnes,42.66666667
Chhattisgarh,RAJNANDGAON,Banana,2003-04,Whole Year,4,Hectare,171,Tonnes,42.75
Chhattisgarh,SURGUJA,Banana,2001-02,Whole Year,21,Hectare,678,Tonnes,32.28571429
Chhattisgarh,SURGUJA,Banana,2002-03,Whole Year,14,Hectare,439,Tonnes,31.35714286
Chhattisgarh,SURGUJA,Banana,2003-04,Whole Year,12,Hectare,376,Tonnes,31.33333333
Chhattisgarh,BILASPUR,Barley,2001-02,Rabi,7,Hectare,6,Tonnes,0.8571428571
Chhattisgarh,BILASPUR,Barley,2002-03,Rabi,8,Hectare,3,Tonnes,0.375
Chhattisgarh,BILASPUR,Barley,2003-04,Rabi,12,Hectare,10,Tonnes,0.8333333333
Chhattisgarh,DURG,Barley,2001-02,Rabi,12,Hectare,7,Tonnes,0.5833333333
Chhattisgarh,DURG,Barley,2002-03,Rabi,14,Hectare,8,Tonnes,0.5714285714
Chhattisgarh,DURG,Barley,2003-04,Rabi,16,Hectare,16,Tonnes,1
Chhattisgarh,JASHPUR,Barley,2001-02,Rabi,18,Hectare,17,Tonnes,0.9444444444
Chhattisgarh,JASHPUR,Barley,2002-03,Rabi,19,Hectare,14,Tonnes,0.7368421053
Chhattisgarh,JASHPUR,Barley,2003-04,Rabi,18,Hectare,15,Tonnes,0.8333333333
Chhattisgarh,KORBA,Barley,2001-02,Rabi,212,Hectare,182,Tonnes,0.858490566
Chhattisgarh,KORBA,Barley,2002-03,Rabi,249,Hectare,174,Tonnes,0.6987951807
Chhattisgarh,KORBA,Barley,2003-04,Rabi,247,Hectare,207,Tonnes,0.8380566802
Chhattisgarh,KOREA,Barley,2001-02,Rabi,578,Hectare,479,Tonnes,0.8287197232
Chhattisgarh,KOREA,Barley,2002-03,Rabi,373,Hectare,155,Tonnes,0.4155495979
Chhattisgarh,KOREA,Barley,2003-04,Rabi,423,Hectare,408,Tonnes,0.9645390071
Chhattisgarh,RAJNANDGAON,Barley,2001-02,Rabi,1,Hectare,1,Tonnes,1
Chhattisgarh,RAJNANDGAON,Barley,2003-04,Rabi,5,Hectare,4,Tonnes,0.8
Chhattisgarh,SURGUJA,Barley,2001-02,Rabi,3417,Hectare,2789,Tonnes,0.8162130524
Chhattisgarh,SURGUJA,Barley,2002-03,Rabi,3354,Hectare,2791,Tonnes,0.8321407275
Chhattisgarh,SURGUJA,Barley,2003-04,Rabi,3633,Hectare,3677,Tonnes,1.012111203
Chhattisgarh,BASTAR,Castor seed,2001-02,Kharif,15,Hectare,4,Tonnes,0.2666666667
Chhattisgarh,BASTAR,Castor seed,2002-03,Kharif,9,Hectare,3,Tonnes,0.3333333333
Chhattisgarh,BASTAR,Castor seed,2003-04,Kharif,5,Hectare,2,Tonnes,0.4
Chhattisgarh,BILASPUR,Castor seed,2001-02,Kharif,10,Hectare,2,Tonnes,0.2
Chhattisgarh,BILASPUR,Castor seed,2002-03,Kharif,21,Hectare,6,Tonnes,0.2857142857
Chhattisgarh,BILASPUR,Castor seed,2003-04,Kharif,15,Hectare,4,Tonnes,0.2666666667
Chhattisgarh,DANTEWADA,Castor seed,2002-03,Kharif,1,Hectare,,Tonnes,0
Chhattisgarh,DURG,Castor seed,2001-02,Kharif,40,Hectare,12,Tonnes,0.3
Chhattisgarh,DURG,Castor seed,2002-03,Kharif,9,Hectare,3,Tonnes,0.3333333333
Chhattisgarh,DURG,Castor seed,2003-04,Kharif,3,Hectare,1,Tonnes,0.3333333333
Chhattisgarh,JANJGIR-CHAMPA,Castor seed,2001-02,Kharif,20,Hectare,5,Tonnes,0.25
Chhattisgarh,JANJGIR-CHAMPA,Castor seed,2002-03,Kharif,17,Hectare,4,Tonnes,0.2352941176
Chhattisgarh,JANJGIR-CHAMPA,Castor seed,2003-04,Kharif,17,Hectare,5,Tonnes,0.2941176471
Chhattisgarh,KABIRDHAM,Castor seed,2001-02,Kharif,18,Hectare,5,Tonnes,0.2777777778
Chhattisgarh,KABIRDHAM,Castor seed,2003-04,Kharif,11,Hectare,4,Tonnes,0.3636363636
Chhattisgarh,KANKER,Castor seed,2003-04,Kharif,6,Hectare,2,Tonnes,0.3333333333
Chhattisgarh,RAIGARH,Castor seed,2002-03,Kharif,2,Hectare,,Tonnes,0
Chhattisgarh,RAIGARH,Castor seed,2003-04,Kharif,1,Hectare,1,Tonnes,1
Chhattisgarh,RAIPUR,Castor seed,2001-02,Kharif,9,Hectare,3,Tonnes,0.3333333333
Chhattisgarh,RAIPUR,Castor seed,2002-03,Kharif,12,Hectare,4,Tonnes,0.3333333333
Chhattisgarh,RAIPUR,Castor seed,2003-04,Kharif,18,Hectare,5,Tonnes,0.2777777778
Chhattisgarh,RAJNANDGAON,Castor seed,2001-02,Kharif,1,Hectare,,Tonnes,0
Chhattisgarh,RAJNANDGAON,Castor seed,2002-03,Kharif,3,Hectare,1,Tonnes,0.3333333333
Chhattisgarh,RAJNANDGAON,Castor seed,2003-04,Kharif,8,Hectare,3,Tonnes,0.375
Chhattisgarh,BASTAR,Coriander,2001-02,Whole Year,41,Hectare,11,Tonnes,0.2682926829
Chhattisgarh,BASTAR,Coriander,2002-03,Whole Year,25,Hectare,6,Tonnes,0.24
Chhattisgarh,BASTAR,Coriander,2003-04,Whole Year,26,Hectare,6,Tonnes,0.2307692308
Chhattisgarh,BILASPUR,Coriander,2001-02,Whole Year,607,Hectare,154,Tonnes,0.2537067545
Chhattisgarh,BILASPUR,Coriander,2002-03,Whole Year,549,Hectare,137,Tonnes,0.2495446266
Chhattisgarh,BILASPUR,Coriander,2003-04,Whole Year,615,Hectare,153,Tonnes,0.2487804878
Chhattisgarh,DANTEWADA,Coriander,2001-02,Whole Year,13,Hectare,3,Tonnes,0.2307692308
Chhattisgarh,DANTEWADA,Coriander,2003-04,Whole Year,8,Hectare,1,Tonnes,0.125
Chhattisgarh,DHAMTARI,Coriander,2001-02,Whole Year,147,Hectare,61,Tonnes,0.4149659864
Chhattisgarh,DHAMTARI,Coriander,2002-03,Whole Year,184,Hectare,62,Tonnes,0.3369565217
Chhattisgarh,DHAMTARI,Coriander,2003-04,Whole Year,411,Hectare,166,Tonnes,0.403892944
Chhattisgarh,DURG,Coriander,2001-02,Whole Year,1455,Hectare,347,Tonnes,0.2384879725
Chhattisgarh,DURG,Coriander,2002-03,Whole Year,1416,Hectare,369,Tonnes,0.2605932203
Chhattisgarh,DURG,Coriander,2003-04,Whole Year,1294,Hectare,397,Tonnes,0.3068006182
Chhattisgarh,JANJGIR-CHAMPA,Coriander,2001-02,Whole Year,31,Hectare,7,Tonnes,0.2258064516
Chhattisgarh,JANJGIR-CHAMPA,Coriander,2002-03,Whole Year,100,Hectare,27,Tonnes,0.27
Chhattisgarh,JANJGIR-CHAMPA,Coriander,2003-04,Whole Year,75,Hectare,20,Tonnes,0.2666666667
Chhattisgarh,JASHPUR,Coriander,2001-02,Whole Year,24,Hectare,5,Tonnes,0.2083333333
Chhattisgarh,JASHPUR,Coriander,2002-03,Whole Year,25,Hectare,5,Tonnes,0.2
Chhattisgarh,JASHPUR,Coriander,2003-04,Whole Year,27,Hectare,6,Tonnes,0.2222222222
Chhattisgarh,KABIRDHAM,Coriander,2001-02,Whole Year,78,Hectare,18,Tonnes,0.2307692308
Chhattisgarh,KABIRDHAM,Coriander,2002-03,Whole Year,104,Hectare,21,Tonnes,0.2019230769
Chhattisgarh,KABIRDHAM,Coriander,2003-04,Whole Year,95,Hectare,24,Tonnes,0.2526315789
Chhattisgarh,KANKER,Coriander,2001-02,Whole Year,49,Hectare,16,Tonnes,0.3265306122
Chhattisgarh,KANKER,Coriander,2002-03,Whole Year,60,Hectare,10,Tonnes,0.1666666667
Chhattisgarh,KANKER,Coriander,2003-04,Whole Year,81,Hectare,23,Tonnes,0.2839506173
Chhattisgarh,KORBA,Coriander,2001-02,Whole Year,2,Hectare,1,Tonnes,0.5
Chhattisgarh,KOREA,Coriander,2001-02,Whole Year,21,Hectare,5,Tonnes,0.2380952381
Chhattisgarh,KOREA,Coriander,2002-03,Whole Year,32,Hectare,6,Tonnes,0.1875
Chhattisgarh,KOREA,Coriander,2003-04,Whole Year,39,Hectare,9,Tonnes,0.2307692308
Chhattisgarh,MAHASAMUND,Coriander,2001-02,Whole Year,64,Hectare,28,Tonnes,0.4375
Chhattisgarh,MAHASAMUND,Coriander,2002-03,Whole Year,169,Hectare,59,Tonnes,0.349112426
Chhattisgarh,MAHASAMUND,Coriander,2003-04,Whole Year,78,Hectare,29,Tonnes,0.3717948718
Chhattisgarh,RAIGARH,Coriander,2001-02,Whole Year,104,Hectare,22,Tonnes,0.2115384615
Chhattisgarh,RAIGARH,Coriander,2002-03,Whole Year,75,Hectare,15,Tonnes,0.2
Chhattisgarh,RAIGARH,Coriander,2003-04,Whole Year,89,Hectare,20,Tonnes,0.2247191011
Chhattisgarh,RAIPUR,Coriander,2001-02,Whole Year,325,Hectare,125,Tonnes,0.3846153846
Chhattisgarh,RAIPUR,Coriander,2002-03,Whole Year,358,Hectare,123,Tonnes,0.343575419
Chhattisgarh,RAIPUR,Coriander,2003-04,Whole Year,367,Hectare,136,Tonnes,0.3705722071
Chhattisgarh,RAJNANDGAON,Coriander,2001-02,Whole Year,157,Hectare,36,Tonnes,0.2292993631
Chhattisgarh,RAJNANDGAON,Coriander,2002-03,Whole Year,145,Hectare,32,Tonnes,0.2206896552
Chhattisgarh,RAJNANDGAON,Coriander,2003-04,Whole Year,159,Hectare,35,Tonnes,0.2201257862
Chhattisgarh,SURGUJA,Coriander,2001-02,Whole Year,500,Hectare,112,Tonnes,0.224
Chhattisgarh,SURGUJA,Coriander,2002-03,Whole Year,513,Hectare,97,Tonnes,0.1890838207
Chhattisgarh,SURGUJA,Coriander,2003-04,Whole Year,594,Hectare,134,Tonnes,0.2255892256
Chhattisgarh,BASTAR,Cotton(lint),2001-02,Kharif,39,Hectare,30,Bales,0.7692307692
Chhattisgarh,BASTAR,Cotton(lint),2002-03,Kharif,39,Hectare,31,Bales,0.7948717949
Chhattisgarh,BASTAR,Cotton(lint),2003-04,Kharif,10,Hectare,8,Bales,0.8
Chhattisgarh,DANTEWADA,Cotton(lint),2001-02,Kharif,54,Hectare,33,Bales,0.6111111111
Chhattisgarh,DANTEWADA,Cotton(lint),2002-03,Kharif,29,Hectare,10,Bales,0.3448275862
Chhattisgarh,DURG,Cotton(lint),2002-03,Kharif,16,Hectare,24,Bales,1.5
Chhattisgarh,DURG,Cotton(lint),2003-04,Kharif,46,Hectare,78,Bales,1.695652174
Chhattisgarh,RAIPUR,Cotton(lint),2003-04,Kharif,15,Hectare,32,Bales,2.133333333
Chhattisgarh,RAJNANDGAON,Cotton(lint),2001-02,Kharif,5,Hectare,3,Bales,0.6
Chhattisgarh,RAJNANDGAON,Cotton(lint),2002-03,Kharif,2,Hectare,5,Bales,2.5
Chhattisgarh,RAJNANDGAON,Cotton(lint),2003-04,Kharif,17,Hectare,60,Bales,3.529411765
Chhattisgarh,SURGUJA,Cotton(lint),2001-02,Kharif,5,Hectare,6,Bales,1.2
Chhattisgarh,SURGUJA,Cotton(lint),2002-03,Kharif,4,Hectare,5,Bales,1.25
Chhattisgarh,SURGUJA,Cotton(lint),2003-04,Kharif,4,Hectare,4,Bales,1
Chhattisgarh,BASTAR,Dry chillies,2001-02,Whole Year,267,Hectare,125,Tonnes,0.468164794
Chhattisgarh,BASTAR,Dry chillies,2002-03,Whole Year,294,Hectare,245,Tonnes,0.8333333333
Chhattisgarh,BASTAR,Dry chillies,2003-04,Whole Year,289,Hectare,179,Tonnes,0.6193771626
Chhattisgarh,BILASPUR,Dry chillies,2001-02,Whole Year,786,Hectare,338,Tonnes,0.4300254453
Chhattisgarh,BILASPUR,Dry chillies,2002-03,Whole Year,645,Hectare,496,Tonnes,0.7689922481
Chhattisgarh,BILASPUR,Dry chillies,2003-04,Whole Year,814,Hectare,443,Tonnes,0.5442260442
Chhattisgarh,DANTEWADA,Dry chillies,2001-02,Whole Year,335,Hectare,149,Tonnes,0.4447761194
Chhattisgarh,DANTEWADA,Dry chillies,2002-03,Whole Year,301,Hectare,137,Tonnes,0.4551495017
Chhattisgarh,DANTEWADA,Dry chillies,2003-04,Whole Year,319,Hectare,174,Tonnes,0.5454545455
Chhattisgarh,DHAMTARI,Dry chillies,2001-02,Whole Year,322,Hectare,209,Tonnes,0.649068323
Chhattisgarh,DHAMTARI,Dry chillies,2002-03,Whole Year,200,Hectare,209,Tonnes,1.045
Chhattisgarh,DHAMTARI,Dry chillies,2003-04,Whole Year,204,Hectare,152,Tonnes,0.7450980392
Chhattisgarh,DURG,Dry chillies,2001-02,Whole Year,408,Hectare,252,Tonnes,0.6176470588
Chhattisgarh,DURG,Dry chillies,2002-03,Whole Year,318,Hectare,330,Tonnes,1.037735849
Chhattisgarh,DURG,Dry chillies,2003-04,Whole Year,241,Hectare,188,Tonnes,0.7800829876
Chhattisgarh,JANJGIR-CHAMPA,Dry chillies,2001-02,Whole Year,510,Hectare,255,Tonnes,0.5
Chhattisgarh,JANJGIR-CHAMPA,Dry chillies,2002-03,Whole Year,498,Hectare,376,Tonnes,0.7550200803
Chhattisgarh,JANJGIR-CHAMPA,Dry chillies,2003-04,Whole Year,463,Hectare,292,Tonnes,0.6306695464
Chhattisgarh,JASHPUR,Dry chillies,2001-02,Whole Year,176,Hectare,94,Tonnes,0.5340909091
Chhattisgarh,JASHPUR,Dry chillies,2002-03,Whole Year,169,Hectare,160,Tonnes,0.9467455621
Chhattisgarh,JASHPUR,Dry chillies,2003-04,Whole Year,169,Hectare,117,Tonnes,0.6923076923
Chhattisgarh,KABIRDHAM,Dry chillies,2001-02,Whole Year,382,Hectare,228,Tonnes,0.5968586387
Chhattisgarh,KABIRDHAM,Dry chillies,2002-03,Whole Year,419,Hectare,438,Tonnes,1.045346062
Chhattisgarh,KABIRDHAM,Dry chillies,2003-04,Whole Year,324,Hectare,243,Tonnes,0.75
Chhattisgarh,KANKER,Dry chillies,2001-02,Whole Year,225,Hectare,123,Tonnes,0.5466666667
Chhattisgarh,KANKER,Dry chillies,2002-03,Whole Year,124,Hectare,75,Tonnes,0.6048387097
Chhattisgarh,KANKER,Dry chillies,2003-04,Whole Year,203,Hectare,154,Tonnes,0.7586206897
Chhattisgarh,KORBA,Dry chillies,2001-02,Whole Year,215,Hectare,101,Tonnes,0.4697674419
Chhattisgarh,KORBA,Dry chillies,2002-03,Whole Year,207,Hectare,147,Tonnes,0.7101449275
Chhattisgarh,KORBA,Dry chillies,2003-04,Whole Year,224,Hectare,114,Tonnes,0.5089285714
Chhattisgarh,KOREA,Dry chillies,2001-02,Whole Year,93,Hectare,48,Tonnes,0.5161290323
Chhattisgarh,KOREA,Dry chillies,2002-03,Whole Year,76,Hectare,69,Tonnes,0.9078947368
Chhattisgarh,KOREA,Dry chillies,2003-04,Whole Year,80,Hectare,29,Tonnes,0.3625
Chhattisgarh,MAHASAMUND,Dry chillies,2001-02,Whole Year,357,Hectare,209,Tonnes,0.5854341737
Chhattisgarh,MAHASAMUND,Dry chillies,2002-03,Whole Year,312,Hectare,271,Tonnes,0.8685897436
Chhattisgarh,MAHASAMUND,Dry chillies,2003-04,Whole Year,368,Hectare,244,Tonnes,0.6630434783
Chhattisgarh,RAIGARH,Dry chillies,2001-02,Whole Year,478,Hectare,252,Tonnes,0.5271966527
Chhattisgarh,RAIGARH,Dry chillies,2002-03,Whole Year,530,Hectare,461,Tonnes,0.8698113208
Chhattisgarh,RAIGARH,Dry chillies,2003-04,Whole Year,498,Hectare,324,Tonnes,0.6506024096
Chhattisgarh,RAIPUR,Dry chillies,2001-02,Whole Year,974,Hectare,570,Tonnes,0.5852156057
Chhattisgarh,RAIPUR,Dry chillies,2002-03,Whole Year,1076,Hectare,1075,Tonnes,0.999070632
Chhattisgarh,RAIPUR,Dry chillies,2003-04,Whole Year,1018,Hectare,735,Tonnes,0.7220039293
Chhattisgarh,RAJNANDGAON,Dry chillies,2001-02,Whole Year,799,Hectare,511,Tonnes,0.6395494368
Chhattisgarh,RAJNANDGAON,Dry chillies,2002-03,Whole Year,703,Hectare,741,Tonnes,1.054054054
Chhattisgarh,RAJNANDGAON,Dry chillies,2003-04,Whole Year,639,Hectare,479,Tonnes,0.7496087637
Chhattisgarh,SURGUJA,Dry chillies,2001-02,Whole Year,582,Hectare,301,Tonnes,0.5171821306
Chhattisgarh,SURGUJA,Dry chillies,2002-03,Whole Year,578,Hectare,457,Tonnes,0.7906574394
Chhattisgarh,SURGUJA,Dry chillies,2003-04,Whole Year,633,Hectare,381,Tonnes,0.6018957346
Chhattisgarh,BASTAR,Garlic,2001-02,Whole Year,6,Hectare,21,Tonnes,3.5
Chhattisgarh,BASTAR,Garlic,2002-03,Whole Year,4,Hectare,14,Tonnes,3.5
Chhattisgarh,BASTAR,Garlic,2003-04,Whole Year,4,Hectare,14,Tonnes,3.5
Chhattisgarh,BILASPUR,Garlic,2001-02,Whole Year,46,Hectare,161,Tonnes,3.5
Chhattisgarh,BILASPUR,Garlic,2002-03,Whole Year,54,Hectare,173,Tonnes,3.203703704
Chhattisgarh,BILASPUR,Garlic,2003-04,Whole Year,59,Hectare,183,Tonnes,3.101694915
Chhattisgarh,DANTEWADA,Garlic,2001-02,Whole Year,1,Hectare,3,Tonnes,3
Chhattisgarh,DHAMTARI,Garlic,2002-03,Whole Year,1,Hectare,3,Tonnes,3
